Character,Dialogue
unknown,Okay.
unknown,Here is to being able to share the perks of the industry with you.
unknown,- Salut.
unknown,- (Glasses clink)
unknown,Cheers.
unknown,(Slurp)
unknown,"Oh, I had my reservations about banana."
unknown,"Um, that's strawberry-peach."
unknown,"Oh dear, it tastes like Amoxicillin."
unknown,(Gulps)
unknown,This one's burning my throat.
unknown,These are terrible!
unknown,"Well, we have to pick one, David."
unknown,Do we?
unknown,You really want people associating your name with this laundry detergent?
unknown,I would never sell this at my store.
unknown,"Okay, enough."
unknown,Whew.
unknown,Now I'm getting notes of tomato.
unknown,- Ugh.
unknown,- (Sucks teeth)
unknown,"Announcer: Bottom of the 8th, Tigers down by one."
unknown,"Great pitching duel today Oh, hey, Mr. Rose."
unknown,Patrick!
unknown,"Uh, yeah, I was gonna say hello, I, uh, didn't wanna interrupt."
unknown,"No, no, not at all."
unknown,I'm just watching the game.
unknown,"Hey, do you want some pizza?"
unknown,"Uh yeah, I could go for some 'za."
unknown,(Chuckles)
unknown,"Ordered it a while ago, so it might be a bit cold by now, but Oh, that's okay, cold pizza can be good."
unknown,- Mm.
unknown,- Hot pizza's good.
unknown,Too-hot pizza - not so good.
unknown,- I got that happening.
unknown,- (Laughs)
unknown,Yeah.
unknown,"Oh, is this thin crust?"
unknown,I think it's just regular.
unknown,"Oh yeah, well, I love a regular crust."
unknown,Announcer: Jackson on the mound.
unknown,"Yeah, cheese, tomato sauce, bread."
unknown,- Can't beat that combination.
unknown,- (Chuckles)
unknown,Announcer: Here's the wind-up - and the pitch!
unknown,"You know, speaking of great combinations, you and David - Oh!"
unknown,"- Oh, uh did we get another hit?"
unknown,"That's the other team, unfortunately."
unknown,Oh boy.
unknown,"Almost got a glove on it, huh?"
unknown,That would've been good.
unknown,"You know, I was gonna say, you and David Oh, he and Mrs."
unknown,Rose went to some wine tasting thing.
unknown,"Oh, he went with Mrs."
unknown,"Rose, yeah, the woman I'm married to?"
unknown,"You know, I was just flashing on you and David (Watching game)"
unknown,"Oh, come on!"
unknown,This is not happening.
unknown,What is happening?!
unknown,"Oh, you know, we, we can talk about this later."
unknown,"It's not, it doesn't really matter."
unknown,Fellas!
unknown,- (Frustrated sigh)
unknown,- Ugh!
unknown,"Yes, Stevie!"
unknown,You're crushing it.
unknown,You're breaking through and I can see it!
unknown,- Ronnie - (Groans)
unknown,You too!
unknown,"- Twyla, where are we going?"
unknown,- Up!
unknown,And what're we leaving behind?
unknown,Class: Everything and everyone!
unknown,Yes!
unknown,Push past those demons!
unknown,Leave it behind you as we ascend to the gateway.
unknown,"- Jocelyn, do you see it?"
unknown,- I think so!
unknown,And class!
unknown,(Exhales)
unknown,"Great job, everyone!"
unknown,Women: (Breathing hard)
unknown,"And remember, I wanna see all of you signing up for that gateway!"
unknown,Good work.
unknown,"Oh yeah, I feel amazing."
unknown,Does anyone wanna sign up with me?
unknown,I'm happy to share a tent!
unknown,"If babies are allowed, I am in."
unknown,Consider me a convert.
unknown,I'm gonna go grab a couple of those Elevation Hydration bottles.
unknown,"So, Stevie, what did you think?"
unknown,"Okay, yeah, I didn't hate it, but I mean, does anybody even know what ""the gateway"" is?"
unknown,"Um, well, I think it's pretty obvious (Questioning gasp)"
unknown,"Although, if it'd make you feel better, I can totally like clarify some of the language with Citrus."
unknown,(Catching their breath)
unknown,Yeah.
unknown,"Um, hey!"
unknown,Citrus?
unknown,Yeah?
unknown,"Well, first of all, so great to finally experience what we're marketing."
unknown,"Well, I'm glad you enjoyed it, Alexis."
unknown,(Chuckles)
unknown,"Although, from a marketing perspective, I think it'd be really helpful to just like clarify some of the language that we're using."
unknown,Okay.
unknown,Like what?
unknown,"Well, first of all, I noticed that you referred to, um, like ""demons"" a lot."
unknown,"- Well, we all have demons!"
unknown,"- Yes, and I get that."
unknown,- Carbs.
unknown,Am I right?
unknown,- Both: (Laugh)
unknown,Right.
unknown,But I'm also talking about actual demons.
unknown,Yes Okay.
unknown,"I guess I'm just asking for the people signing up right now, um, is the gateway like a symbol for something or is it like an actual gateway?"
unknown,Oh!
unknown,"It's, it's a symbol."
unknown,"- Okay, good."
unknown,- Both: (Laugh)
unknown,But it's also a literal gateway into the sky.
unknown,Gotcha.
unknown,I hope that cleared everything up.
unknown,- Totally.
unknown,- (Laughs)
unknown,Great.
unknown,Jocelyn: I'm just signing up.
unknown,I can't Oh it's gonna be good.
unknown,"Hey, Jocelyn?"
unknown,Can I see that sign-up sheet for a sec?
unknown,"Oh, I haven't finished filling out my social Oh, that's okay."
unknown,"I'm just gonna go and destroy this right now, because I get the creeping suspicion that this place is like, not okay."
unknown,Like I feel like this is more than just a fitness class.
unknown,- What do you think it is?
unknown,"- Um, I think it's a cult."
unknown,And like not the good kind.
unknown,"Not like when you go to India to follow a long-haired, sexy man around for a couple months and then come home with a bangin' yoga body."
unknown,"Yeah, if only someone had pointed out how weird this was from the beginning."
unknown,"Alexis, can I still go on the trip?"
unknown,I'm not saying that I need it.
unknown,It's just last weekend I snuck Roland Jr.
unknown,"Into the ball room at Ikea, just so I could eat a meatball by myself."
unknown,No.
unknown,No.
unknown,No one is going on the trip.
unknown,And I am so sorry for making you guys sign up for this.
unknown,"Well, I'm keeping the Hydration bottles."
unknown,I can just dump out the crystal water.
unknown,"Just a heads up, you guys, they're almost sold out of the ""nocturnal affirmation"" cassette tapes, so - Twy - Now I just need to buy one of their cassette players."
unknown,Because you have to make sure they're playing at the right speed when you're sleeping.
unknown,"Twy, this is a cult."
unknown,I brought you to a cult.
unknown,"Oh my gosh, did you not know that?"
unknown,My mom tried to take me to the gateway for spring break one year.
unknown,I just thought I was supporting your career.
unknown,"Ugh, how did I fall for this?"
unknown,"Cults prey on sad, weak, vulnerable people."
unknown,I'll try not to take that personally.
unknown,"I've just been so desperate to like throw myself into work, and I clearly missed all the signs and now I've like endangered all of us."
unknown,"Well, there's an exit sign right there."
unknown,"Yup, but the arrow's pointing straight up."
unknown,There was an emergency exit in the change room.
unknown,"Yes, yes, yes, yes, yes, yes."
unknown,(Squeals)
unknown,Yeah.
unknown,(Classical music plays)
unknown,(Slurps)
unknown,Ugh!
unknown,"Okay, you know what?"
unknown,I'm making a blend.
unknown,Yes.
unknown,Make us a nice Moira-lot or a Moira Rose-ling.
unknown,"Hey, not to be too effusive, but I'd call that one potable."
unknown,I have had worst things in my mouth.
unknown,(Chuckles)
unknown,I'm so happy that I wrestled you away today for this oenological escapade.
unknown,"I finally have you all to myself, David."
unknown,When's the last time you and I had a whole day together with nary a care in the world?
unknown,"I mean, I am in the middle of planning a wedding, while also building a successful retail empire."
unknown,"Yes, you are."
unknown,Then grant me this precious moment before there's a ring on your finger - to say chin chin to you and your husband-to-be.
unknown,This feels remarkably selfless.
unknown,You and Patrick are two good grapes.
unknown,"Hmm Different notes, different tannins, but together, you've managed to make one perfect blend."
unknown,- Thank you.
unknown,- That being said - Oh my God.
unknown,"- If I may impart a slice of marital sagacity: you and I, we're two potent grapes."
unknown,"You know, there's a lot of your father in Patrick."
unknown,Don't need that.
unknown,But just because their notes are subtle doesn't mean they require any less attention.
unknown,"Says the woman who literally convinced me to leave my partner alone at home, watching a baseball game."
unknown,You know I'm right.
unknown,Your father and I have produced beautiful wine together for over forty years.
unknown,Ew.
unknown,And I have absolutely no doubt that your relationship with Patrick is going to get even better with age.
unknown,(Door opens)
unknown,"Okay, I hope we've landed on something, because all I have left is this cherry ice wine (Sniffs)"
unknown,and I think it might be corked.
unknown,Nope.
unknown,My David has put together - a delicious blend right here.
unknown,- Mmhmm-hmm!
unknown,Ugh.
unknown,No.
unknown,That's not the one we picked.
unknown,- Huh?
unknown,- That's not the one we picked.
unknown,What?
unknown,"Well, let's retrace our steps."
unknown,- No.
unknown,- How many combinations can there be?
unknown,(Slurps)
unknown,No.
unknown,"Announcer: We'll be back to the ball game right after Yeah, I guess I don't need to turn the volume down - for these commercial breaks."
unknown,"- Oh, whatever works for you."
unknown,- (Chuckles)
unknown,- (Turns volume off)
unknown,It's just I thought you had something that you wanted to talk about?
unknown,"Oh, no, just wondering what the inflation was on concessions these days, 'cause it's been years since I've been to a ball game."
unknown,(Chuckles)
unknown,"Well, it's highway robbery."
unknown,"Yeah, you got that right."
unknown,(Chuckles)
unknown,It just sorta seemed like you wanted to talk about David for a second.
unknown,Felt like that's where you were goin'.
unknown,"No, I sure."
unknown,"Yeah, I can talk about David."
unknown,"Yeah, my son (Clears throat)"
unknown,"Who, uh, you will be walking down the aisle with very soon."
unknown,"Well, technically, you won't be walking with him down the aisle, but but um Mr."
unknown,"Rose, I don't wanna cut you off, but um (Clears throat)"
unknown,I'm glad we have a minute to talk.
unknown,"Because I, I hope it goes without saying that, as lucky as I feel to have met David, I also feel incredibly lucky to be joining your family."
unknown,Huh.
unknown,I love your son and I will always do everything I can to respect him and to protect him from all of the things in life that can set him off.
unknown,"And there are many, many things that can set him off (Laughs)"
unknown,"Oh, I'm aware, yeah."
unknown,"Um oh boy, that pretty much covers it."
unknown,"Uh, I was only gonna say that I I hope you treat him with respect, which you just said you would, and, of course I already knew it."
unknown,"I'm glad we had this talk, Mr."
unknown,Rose.
unknown,Me too.
unknown,Me too.
unknown,- All right.
unknown,- (Blows out breath)
unknown,- Both: (Clear throats)
unknown,- (Turns volume up)
unknown,"Announcer: Iverson at the plate, and here comes the pitch!"
unknown,(Loud crack of a bat)
unknown,- Announcer: Iverson with a - Oh Oh!
unknown,It's going GOING!
unknown,GONE!
unknown,- Oh!
unknown,(Laughing excitedly)
unknown,- (Laughing excitedly)
unknown,- Whoa-ho!
unknown,- Hey!
unknown,- Both: (Awkward laughter)
unknown,- Wow!
unknown,(Operatic music plays)
unknown,"So, it was this one?"
unknown,"Um, let me just triple check."
unknown,(Slurps)
unknown,(Gags)
unknown,No.
unknown,(Laughs)
unknown,"No, it's not."
unknown,(Slurring)
unknown,Did it oxidize?
unknown,Is that why we can't recognize the tastes?
unknown,"Okay, if neither of you can remember which one it was, maybe we just, we just call this off."
unknown,The wife and I had reservations at the Elmdale Inn an hour ago.
unknown,It was strawberry-radish.
unknown,We don't do anything with radishes.
unknown,"Ooh, maybe you should."
unknown,That sounds refreshing.
unknown,- We're not making a new wine!
unknown,- (Shocked gasp)
unknown,"There's no need to raise your voices, Herbert."
unknown,"Okay, speaking of Herbert, is it Herbert or Erbert?"
unknown,Like when people say Herb or Erb?
unknown,(Doors closing)
unknown,"I took the liberty of calling your husband, Moira, because somebody has to drive you two home and it's certainly not going to be me."
unknown,Both: (Gasp excitedly)
unknown,Our designated grapes!
unknown,"Well, I see the sampling went well."
unknown,"- (Noisy, drunken kiss)"
unknown,- Both: Okay.
unknown,We couldn't find a wine.
unknown,"Well, it sorta smells like you found all the wine."
unknown,- What?
unknown,- Yeah Mr.
unknown,"Ertlinger, I hope this doesn't stand in the way of our doing business."
unknown,Your wife ensured that that won't be happening.
unknown,Between the two of them they could not find a single wine they were willing to put Moira's name on.
unknown,- I said radish!
unknown,- We (swallows anger)
unknown,Could you please escort your family out of here?
unknown,I am very late for a dinner!
unknown,I am offering a major apology if that'll help.
unknown,(Awkward silence)
unknown,Okay.
unknown,"I take it keys are in your purse, Moira?"
unknown,- (Incoherent)
unknown,Es in a Nokia - I'm gonna uh - I'm gonna start the car.
unknown,"- Okay, great!"
unknown,- Yeah.
unknown,- What?!
unknown,(Crickets chirp)
unknown,(Exhales)
unknown,"How was your class, Alexis?"
unknown,"Um, it was a big success."
unknown,Thank you for asking.
unknown,Everyone had a great time and the clients were like super impressed.
unknown,"Oh, that's good."
unknown,I wonder if that means they'll give you priority boarding - when you enter the gateway?
unknown,"- Oh my God, Stevie did this, didn't she?"
unknown,"Now, do the step machines actually lift off the ground, or are the step machines just there to help you practice for when you walk onto the spaceship?"
unknown,"Come on, David, she didn't know."
unknown,- Thank you!
unknown,"- But now that you do, does it just make the journey to the gateway - that much more meaningful?"
unknown,"- Okay, you know what?"
unknown,"Honestly, this whole situation is starting to gross me out."
unknown,It's like I'm sharing a room with my twin brothers who kiss.
unknown,- Mm!
unknown,- Mm - (Knock at the door)
unknown,"- Well, look at this!"
unknown,We have a full house here.
unknown,- Just came in to say goodnight.
unknown,- That's not necessary.
unknown,- John!
unknown,"Open, please!"
unknown,- Yeah.
unknown,Hey!
unknown,I like sleepovers!
unknown,Anyone think I might like a sleepover?
unknown,Alexis: Ew Ew!
unknown,"Johnny: You know, spending a little extra time together is not such a bad idea since we're losing Alexis soon to the gateway."
unknown,- OH MY GOD-DUH!
unknown,"- A simple mistake, honey."
unknown,So does this happen every night?
unknown,"- Um, no."
unknown,"No, it doesn't."
unknown,"- Oh Alexis: Uh, okay."
unknown,- Mm!
unknown,Stop!
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,(Birds Chirp)
unknown,"Well, this is a big moment in the expansion of Rosebud Motel Group."
unknown,Today we cut the ribbon on a new Rosebud Motel.
unknown,Can I take my blindfold off now?
unknown,"Oh, not yet, honey, we gotta wait for Johnny's big reveal."
unknown,- Okay.
unknown,"- Let's get to it, let's cut the ribbon."
unknown,Roland.
unknown,Okay.
unknown,Wanna hold that?
unknown,"Stevie, you wanna hold this, hold it up?"
unknown,Mr.
unknown,"Rose, do we really need to do this."
unknown,"Yeah, yes, yes we do."
unknown,"Moira, scissors."
unknown,"Hey, how about a drum roll, Stevie?"
unknown,- I'd rather not.
unknown,"- Yeah, you know what, I'm just gonna take off the blindfold."
unknown,Okay.
unknown,"Moira, scissors please."
unknown,"Okay, what are these?"
unknown,These won't cut a ribbon.
unknown,"They're cuticle shears, John."
unknown,Do you expect hedge clippers to be drawn from my purse?
unknown,"Okay, alright, hold it up and hold it taut please."
unknown,"I'm sorry, taut?"
unknown,(Laughs)
unknown,"What is that, old English?"
unknown,How bout I hold it tight?
unknown,Mr.
unknown,"Rose, just cut the ribbon."
unknown,"- Pull it, pull it."
unknown,- Okay.
unknown,- Here we go.
unknown,Okay.
unknown,- Cut it.
unknown,"How long is this gonna take, Johnny, should I cancel my New Year's plans?"
unknown,"Okay, you know what, just drop the ribbon, drop it."
unknown,- Alright.
unknown,- Yay.
unknown,"Okay, step one now complete, onto step two."
unknown,- And what would that entail?
unknown,- Deep cleaning the rooms.
unknown,"Well, I'd like to be put to use, what's step three?"
unknown,"You know, I think I need to lie down, that blindfold was quite taut."
unknown,That's me in front of a volcano.
unknown,Yeah.
unknown,"In the jungle, in outer space, that's another volcano."
unknown,"As maid of honor, I pick the second volcano."
unknown,"Okay, you are hanging onto that job by a thread."
unknown,"Ray, do you have anything that'll make us look a little less like the kind of couple that gets married at a theme park?"
unknown,"Oh, I think what David is trying to say - is maybe something a little simpler."
unknown,"- Yeah I'm looking for understated, Annie Leibowitz for Vanity Fair."
unknown,I want us to look like two very rich people that have just woken up after fainting - on a dusty old couch.
unknown,- Mmm.
unknown,"I don't know if you've thought about wedding favors, but might I suggest mouse pads, I got thousands downstairs."
unknown,- Let me get you some samples.
unknown,- Wonderful.
unknown,"Okay, as maid of honor, I have to say You don't have to say anything."
unknown,"Anyway, I thought it would be festive if I got you a little pre-wedding gift."
unknown,- What?
unknown,- Mhmm.
unknown,I am sending you to get pampered - before this afternoon's sh**t.
unknown,- Do I get pampered?
unknown,"No, you get to drive him to the spa where he will indulge in a relaxing five minute scalp massage followed by some light sun."
unknown,That'll also give me enough time to art direct this situation 'cause clearly Ray wouldn't know my aesthetic if it ran him over.
unknown,"I'm sorry, did you say sun?"
unknown,"Yeah, like a, a kiss on the cheeks, uh, um a gentle spray."
unknown,"Okay, well, thanks for the gift, David, but no thank you."
unknown,I'll take it.
unknown,Actually sounds less like a gift and more like a chore.
unknown,"Okay, I am doing you a favour."
unknown,- Oh.
unknown,- Okay.
unknown,"Stevie, take our photo please for a moment, fast please."
unknown,(Camera clicks)
unknown,"- Ooh, uh."
unknown,- Okay.
unknown,"Yeah, see, side by side my Mediterranean complexion makes you look a little anemic so the spray will just even it out."
unknown,"Okay, it's not that bad."
unknown,"Okay, well, the lighting is not good so."
unknown,I mean - Hmm.
unknown,"- Just as an example, here is a sample mouse pad that Jocelyn made for the computer lab at school."
unknown,The Under the Sea theme is only available during winter months.
unknown,(Car honks outside)
unknown,(Persistent knock on door)
unknown,(Door opens)
unknown,"My God, Ted, what are you doing here?"
unknown,I wanted to surprise you.
unknown,"- Oh my God, okay, babe, hi."
unknown,"- Hi, hi."
unknown,- Hmm.
unknown,- Hm.
unknown,"Hi, uh sorry there were limited options at the airport gift shop."
unknown,(Reads)
unknown,"""Have a great flight"", so sweet."
unknown,You're here in the flesh.
unknown,"Hm, I missed you so much."
unknown,"Um, who's babysitting the turtles?"
unknown,"Well, I am a part of a team of 30 so they let me take the long weekend off."
unknown,The long weekend?
unknown,"It's Sunday, it's over."
unknown,"Yeah, I know, I was supposed to get here yesterday morning but my first connecting flight was delayed and then I got food poisoning from some bad milk on my second connecting flight."
unknown,"Ew Ted, they made you drink milk on the airplane?"
unknown,"No I actually ordered it, and in my defense, they were serving cookies, so."
unknown,"Okay, so um, how long do we actually have then?"
unknown,Just today.
unknown,Oh my God.
unknown,Okay.
unknown,Then enough about the milk thing even though I have like 50 more questions about it.
unknown,"Yeah, yeah, no need to milk it."
unknown,"Ooh, we definitely don't have time for that."
unknown,"No I just, I just wanna be with you and catch up and talk."
unknown,"Okay, so my parents are out and David's at the store so maybe we can just like be with each other right now, and then later if we feel like it we can talk."
unknown,"- Yeah, but I - You're not still sick, - are you?"
unknown,- No I just.
unknown,- Okay.
unknown,- (Kissing sounds)
unknown,Yeah.
unknown,"Okay, we can do this first."
unknown,(Kissing sounds)
unknown,"Boy, I look at this place, untouched from the 60s."
unknown,"These motels were a gold mine, Roland, all they need is a little dusting."
unknown,"And bleach, lots of bleach."
unknown,"You know, there are boutique hotels that would k*ll for this level of authenticity."
unknown,I'm thinking of turning this place into the Presidential Suite and charging a premium for it.
unknown,"I'm reminded John of Shanghai and our Party Secretary Suite with its own aquarium, I'd lay in a claw foot tub watching the orcas."
unknown,- Joc.
unknown,- And we're back.
unknown,You know that staycation we've been talking about?
unknown,Why don't we just do that here?
unknown,"Well, Roland, that-that sounds good, but uh, that just can't happen."
unknown,As a new business owner it's dangerous to treat your assets as personal possessions.
unknown,That's my John.
unknown,"At Rose Video, he made me purchase the Blu-ray of my gritty feminist police drama, ""Miranda Rights""."
unknown,I rented that three times.
unknown,Miranda is so sassy when she went undercover for that wet T-shirt contest.
unknown,"Hey, the sooner we get this place guest ready, the sooner we can start making a profit."
unknown,Yeah.
unknown,"Well, that sounds good to me."
unknown,Bob's been charging us a fortune to babysit.
unknown,"Speaking of which, we should get going."
unknown,Bob has his first cry therapy session tonight.
unknown,Okay.
unknown,Bye.
unknown,"Well, if that isn't team work, I don't know what is."
unknown,"Ah, I know, the room looks pretty good, huh?"
unknown,"No I'm, I'm talking about the way you and I, threw them off the fragrance so that we could keep this suite to ourselves."
unknown,"No that's not what I was doing, Moira."
unknown,"No, it's very important at this stage to keep the bar set very high for Roland."
unknown,- John.
unknown,- Now I just told them they couldn't stay here.
unknown,"Oh, be careful, John, lest you suffer vertigo from the dizzying heights of your moral ground."
unknown,(Stomps)
unknown,(Duster thuds)
unknown,(Dog barks in the distance)
unknown,"Are you sure this is what you want, David?"
unknown,This looks like someone put a tarp over their living room furniture.
unknown,"Yeah, I'm going for an English estate in the off-season."
unknown,"Okay, it's just uh, do you really want these photos to say my relationship is an old estate in the off-season?"
unknown,"Why don't I show you the county fair backdrop, I think a Ferris wheel would look so cute on a mouse pad."
unknown,I don't think we're gonna do the mouse pads.
unknown,- (Door shuts)
unknown,- (Groans)
unknown,- Oh hi.
unknown,- Hi.
unknown,- Why do you look ?
unknown,- Hot?
unknown,"Oh, I got a spray tan."
unknown,"Patrick gave you his appointment, didn't he?"
unknown,"No, I just put mine on your credit card."
unknown,"Okay, well that's fraud and you're a criminal so where even is my life partner?"
unknown,He's coming.
unknown,I think he spent maybe a second too long in there.
unknown,(Door opens and shuts)
unknown,- (Davis gasps)
unknown,- (Bursts into laughter)
unknown,"Are you happy now, David?"
unknown,Is this what you wanted?
unknown,- You look - I look like a cheese puff.
unknown,"Okay, you said it, not me."
unknown,"Um what, uh, what ha, what happened?"
unknown,Did they use the Allez Vous bronzer on you?
unknown,"I don't know, David, they asked me what I wanted, I told them just to give me what you usually get."
unknown,"Well, why would you do that?"
unknown,"I'm practically Sicilian, you don't need that much sun."
unknown,"I don't know how it works, David."
unknown,"Well, couldn't find it."
unknown,"Oh, hi Patrick, I almost didn't recognize you, you look like one of those people who has that skin condition from eating one too many carrots."
unknown,- Okay.
unknown,- You know what?
unknown,"I can't be in photos like this so I'm going to uh, - I'm gonna go."
unknown,"- No, no, no, no, we've got this all set up, - you'll barely notice it."
unknown,- Oh.
unknown,"And that's what Photoshop's for, just to lighten it up a bit."
unknown,"Yes, just have fun with it."
unknown,"- Yes, have fun."
unknown,"- Okay, Patrick, I'm gonna have to ask you to smile a little more."
unknown,"I think this is probably as good as it's gonna get - right now, Ray."
unknown,"- Okay, okay, okay."
unknown,(Camera clicks repeatedly)
unknown,"Okay, here's what I'm thinking, we do that like three to four more times, and then we go on a romantic walk to your house and we like hang out there for a little bit."
unknown,"Yeah um, that plan sounds really active, Alexis."
unknown,Mhmm.
unknown,"But uh my mom's staying at my place and uh, I'd rather not walk in on her and her zumba instructor, don't wanna have to zoom back here."
unknown,Is everything okay?
unknown,It's okay to admit that I tuckered you out.
unknown,"No it's, it's not that."
unknown,"Okay, then what is it?"
unknown,I just thought that it was important that we have this conversation in person.
unknown,You're starting to sound like me trying to end things with B-Rock on the Backstreet Boys Millennium Tour.
unknown,"Ted, you're not like trying to break up with me, are you?"
unknown,No I'm not breaking up with you.
unknown,"Oh okay, thank God."
unknown,So what is it?
unknown,I got offered a job.
unknown,You say that like it's a bad thing.
unknown,- Is it a bad job?
unknown,"- No it's a great job, they wanna make me a permanent part of the research team in the Galapagos."
unknown,"Okay, define permanent."
unknown,It's a three year contract.
unknown,"Okay, that's a long time."
unknown,"Yeah, I just, I keep waiting for things to get easier for us."
unknown,"So um, what are you gonna tell them?"
unknown,"I, I don't know, I mean I had three plane rides to think about it and, and I wanted to have a solution by the time I got here, but seeing you, I don't wanna lose this."
unknown,"Okay, so what do we, what do we do?"
unknown,Do I like move to the Galapagos?
unknown,Or I move back here.
unknown,And turn down your dream job.
unknown,"Okay, this just got like very heavy."
unknown,"I feel like I'm sweating, I also feel like very cold."
unknown,Yeah.
unknown,"I, I took the weekend because I want us to have a few days to talk about it, but then Yeah, no, the milk, I know."
unknown,"Um, Ted, I think I'm gonna need a minute."
unknown,"You know that I can't make big decisions under pressure, that's how I ended up with a pixie cut at prom."
unknown,There has to be a way through this.
unknown,I liked this a whole lot more before we started talking.
unknown,(Moira cries out)
unknown,"Moira, what's going on in there?"
unknown,Oh!
unknown,"It's my hands, John, it's the water, it's freezing cold."
unknown,"Well, then move your hands."
unknown,How will I know if it's getting warmer if I'm not touching it?
unknown,"Well Moira, you've got the cold tap on, you've gotta balance it with the hot."
unknown,- (Shuts the water off)
unknown,- Oh.
unknown,"Well, I'm sorry I'm not an alchemist, John, and it's not like there's a his sink for when the hers is inoperable."
unknown,"Okay, Moira."
unknown,Excuse me while I try to pass through.
unknown,"Oh John, these door frames, it's like trying to force oneself through the eye of a needle."
unknown,(John grunts)
unknown,"I think uh, the point's been made, Moira."
unknown,"Oh, so you're willing to reconsider a room upgrade?"
unknown,- Upgrade?
unknown,- Mhmm.
unknown,"Oh, I thought you were talking about a romantic weekend."
unknown,We start with a weekend and go from there.
unknown,"You don't believe we deserve this perquisite, John, at least until we secure a way out of here."
unknown,"Moira, yeah, the room is bigger, it might even be nicer, but haven't we managed to make due here in this room over the past few years?"
unknown,"Yes, in the same way road crustations are known to make due in old soda cans."
unknown,And what about the kids?
unknown,We're just going to abandon them here?
unknown,"They're practically middle-aged and they're not denying theirselves betterment, - why should we?"
unknown,- (Exhales)
unknown,"Alright, maybe it is good business practice to sample the product before selling."
unknown,"Well, whatever you think is best, Mr."
unknown,Rose.
unknown,"I've packed your weekender, it's in the car."
unknown,"See, these are good, we could use any of these."
unknown,"David, those are just ones where you look good."
unknown,- (Door opens)
unknown,- Well only took me nine showers to still look like this.
unknown,"See, this is good, this is how you were supposed to look."
unknown,"Oh, well then if that's all it took should we just head back to Ray's?"
unknown,"I don't know, do you think he'd have time?"
unknown,"No, I was being very, very sarcastic."
unknown,- Oh.
unknown,- Are there any usable sh*ts?
unknown,Both: Umm.
unknown,"None of the ones where you can see your face or hands, - There's a few I think that - but we're still looking."
unknown,- Might be good.
unknown,"- Cool, so I guess my relatives will just have to imagine what the person I'm marrying looks like and how happy I am to be with him, and Okay fine, ooh, maybe we just open up the guest list a bit and invite a few more of your distant relatives, or I do have head sh*ts from my pageant days that I could mail out to them."
unknown,"David, can we just agree to stop making this wedding a bigger deal than it needs to be."
unknown,We are not these people.
unknown,Okay.
unknown,"Well, this is a teachable moment for all of us."
unknown,"You know, look at his tan, looks great, the lighting's right, maybe Stevie should take a few candid sh*ts - and see what happens."
unknown,- You're insane.
unknown,- David no.
unknown,- No I'm not.
unknown,We are looking for photos and here we are.
unknown,Oh my God.
unknown,(Camera clicks)
unknown,"Okay, well the tan does look good."
unknown,- Ooh see.
unknown,"- Okay fine, like maybe a couple more but then that's it."
unknown,"Okay fine, alright."
unknown,(Camera clicks)
unknown,- What is your hand?
unknown,- Oh that's weird.
unknown,- Huh?
unknown,- (Camera clicks)
unknown,- (Car honks)
unknown,- (Dog barks)
unknown,(Bell over door jingles)
unknown,(Music plays)
unknown,"Hey Alexis, I haven't seen you running in a while."
unknown,"Thanks, Twy."
unknown,"Yeah, I just needed to get out and clear my head."
unknown,Is everything okay?
unknown,I don't know.
unknown,"Okay, do you think a smoothie might help?"
unknown,(Sighs)
unknown,"No, I think I'll just take a smoothie."
unknown,"Okay, I'll just be right over there if you need me."
unknown,"Oh hi, Ted."
unknown,Um Alexis.
unknown,"I know, without sounding too forward, - I've seen you around - (nervous laugh)"
unknown,"and uh, you know, I have to say, I think that you are the most beautiful girl this town's ever seen."
unknown,"Alexis, Alexis, here's your smoothie."
unknown,(Sharp exhale)
unknown,"Twy, do you ever have those days where you wonder why things just can't be easier?"
unknown,"Why, what's going on?"
unknown,Ted got a job.
unknown,- Another one?
unknown,"- No, the same one."
unknown,He got offered the same job he already has?
unknown,"No, same job, they just want him to stay longer, like forever."
unknown,Oh.
unknown,"Yeah, so it's like what now?"
unknown,Do I leave everything behind and move to some random island to be with the love of my life?
unknown,"'Cause I did that with Harry Styles in England, it was like too rainy."
unknown,That is hard.
unknown,I feel like now's the point where you normally have some surprisingly helpful advice.
unknown,"I know you, Alexis, and you always make the right decision."
unknown,- Hm.
unknown,- Eventually.
unknown,"Thanks, Twy."
unknown,(Crickets chirp)
unknown,(Slow Jazz tune plays)
unknown,"There he is, my ginchi hotelier."
unknown,How does it feel to be President in the Presidential Suite?
unknown,(Bostonian accent)
unknown,"Well, uh, let me say this about that, Moira, Uh, if not now, when, if not us, who."
unknown,"- Are you alright, John?"
unknown,"- Oh, it's my JFK, just playing into the theme."
unknown,Best to leave the voice work to me when setting a mood.
unknown,(Glasses clink)
unknown,(Slurping)
unknown,"Yeah, so I must admit, Sweetheart, I could get used to this."
unknown,"I'm going to run a bath, John."
unknown,"Well, if I close my eyes I can almost hear the orcas calling to be fed - or freed."
unknown,- (Door opens)
unknown,- Oh.
unknown,"- Jocelyn, Roland."
unknown,"- Johnny, Moira."
unknown,- (Door shuts)
unknown,- What's going on here?
unknown,"- Uh, nothing, nothing."
unknown,"No we were uh, - just uh, - (turns music off)"
unknown,"doing a final polish on the uh, on the room."
